TARGET URL: https://www.yellowpageskenya.com/business-category/Hardware%20-%20Manufacturers%20&%20Wholesalers
Crown Healthcare (K) Ltd,crown@crownkenya.com,0721200400
Crystal Health Consultants Ltd,info@chc.co.ke,0706253834
Daryeel Health Care,N/A,0722119150
Dasham Health Care,smarie843@gmail.com,0729746098
Delta Health Care Supplies Ltd,N/A,0725286720
Dental Health Providers Clinics,dental_hp@yahoo.com,0714254053
Digestive Health clinic,N/A,0725475810
Directorate of Occupational Safety and Health Services,doshdept@yahoo.com,N/A
Dorevans Health Clinic,N/A,N/A
Dove International Wellness Centre,info@doveinternational.co.ke,0728512529
Drew Health Care,N/A,0713463853
Eastleigh Health Centre,kpaskalia@gmail.com,0722326373
Elisters Health,info@elisters2000.com,0723703322
Elixir Health,elixirhealthkenya@gmail.com,0735174687
EMA World health,N/A,0709129000
Embakasi Health Care,N/A,0722509184
Engenderhealth,N/A,0722205586
Environment Health & Safety (EHS) Management Consultants Ltd,N/A,N/A
Environment Health & Safety Re.Cent.Ltd,N/A,N/A
F. B. Suma Health Products (K) Ltd,N/A,0700769035
Family Health Dental Clinic,N/A,0718501426
Family Health International (F H I 360),N/A,0711055100
Family Health Options (K),N/A,0734600186
Famlink Health Services Laboratory,N/A,0720265340
Fitness For Health Initiative-Africa,N/A,0726373566
Fordera Health Services,ochieng_jose@yahoo.co.uk,0722516546
Forest Health Management Centre,N/A,N/A
Genius Health Ltd,N/A,0739930099
Gilead Mental Health Consultants,jkmutiso@gileadmh.com,0721230205
Glo Health International Ltd,N/A,0722291649
Global Health Strategies,N/A,0792052164
Glory Health Clinic-kawangware,N/A,0722669829
GoCare Health Solutions Limited,N/A,0708375001
Good Health Clinic and Laboratory,N/A,0722248436
Green Health / Green World International,grnhealth@gmail.com,0729740838
Health Action International,N/A,N/A
Health in the Hands,anastacianthusi@gmail.com,0720809576
Health is YOUR Wealth,N/A,0703119306
Health & Lifestyle Solution,healthnlifestyle2018@gmail.com,0736203427
Health Management Agency,helmahealth@yahoo.com,0724204035
Health Matters Medical Centre Ltd,healthmattersplus@gmail.com,0772195830
Health Media International,N/A,0722142435
Health Network International,N/A,N/A
Health Ngos Network,N/A,N/A
Health Peak Supplements,N/A,0754472506
Health Pursuit Africa,healthpursuita@gmail.com,0722868591
Health Rights Advocacy Forum (HERAF),info@heraf.or.ke,0735333007
Health & Safety Institute,safetyinstitute@yahoo.com,0733324418
Health Strat Kenya,N/A,N/A
Health Unlimited,N/A,N/A
Healthcare Direct (K) Ltd,N/A,0722513637
Healthfirst International,N/A,0722514545
Healthline Solutions Ltd,N/A,0733999600
Healthwise Ltd,info@healthwise.co.ke,0725155929
Healthy U 2000 Ltd,N/A,0707363073
Helpers Health Services,mmburulamu@yahoo.com,0723515815
Hilcrest Health Services Ltd,N/A,N/A
Hill Health Care Ltd,N/A,0722149416
Home Health Education Service,N/A,N/A
Humminghealthcare,reception@appleandsense.com,0714358965
Image Health & Fitness Ltd,N/A,N/A
Imperial Health Science,N/A,0721329224
Innova Health Management,kamaupharm@gmail.com,0722759721
Insight Health Advisors Limited,insighthealthadvisors@gmail.com,0722753688
Institute of Health Policy Management & Research,N/A,N/A
Integrated Health Services,N/A,N/A
Intergrated Health Services,N/A,N/A
Intra Personal Health,info@intrapersonalhealth.com,N/A
Intrahealth International,N/A,0722203615
Ipas Africa Alliance,ipasalliance@ipas.org,N/A
Ipos Health Management,N/A,0728218230
Ivory Health Solutions,N/A,0782009817
Jamii Health Care,N/A,0722672893
Jamko Health Clinic &labaratory Services Ltd,N/A,0720576315
Janst Healthcare International Ltd,hq@janst.co.ke,0722521912
Josper Occupational Health & Safety Consultants Ltd,info@josper.co.ke,N/A
Kam (H) Health Clinic,N/A,0727645210
Kangemi Urban Intergrated Health Service Pharmacy & Laboratory,N/A,0723430516
Karma Health Services,kmajuoga@gmail.com,0722824493
Kenafrique Health Care Ltd,N/A,N/A
Kenya Breast Health Programme,N/A,N/A
Kenya Health Workforce Informatics System,N/A,0729313047
Kenya Plant Health Inspectorate Services (KEPHIS),kephisiu@kephis.org,0722209504
Kenya Water For Health Organization (KWAHO),N/A,N/A
Kisisma Health Services,N/A,0728842004
"Lincks To Good Health, The",N/A,0721100076
Lomet Health Care Ltd,hilovaph@wananchi.com,N/A
Lords Healthcare Ltd,lords@swiftkenya.com,0722204443
Lowan Oral Health,N/A,0722808889
"Matu, Dr Nelson Kagema",nkmatu@yahoo.com,0722793909
Medi Hub Health Care,N/A,0773801561
Media 7 Group (K) Ltd,info@media7groupkenya.com,0722742287
Medicon Health Services,muriithimwaruingi@gmail.com,0722933633
Metropolitan Hospital Nairobi,N/A,0748821048
Mic Global Risks (K) Ltd,N/A,N/A
Mid Hill Nursing Home,N/A,0723282233
Min. Of Health (Gvt Chemist),N/A,N/A
Ministry of Health,N/A,0732353535
Ministry of Public Health and Sanitation,psph@health.go.ke,0703045000
Moi University,nairobicampus@mu.ac.ke,N/A
Mother & Child Health Centre,N/A,N/A
Motherlove Health & Wellness,N/A,0710240177
Msingi Health,N/A,N/A
Muscle Health & Fitness (K) Ltd,N/A,0722616530
My Health Africa,N/A,0741991565
Nairobi Reproductive Health Services,N/A,0722282449
Namu Health Works Ltd,N/A,0772091630
Nature Foods For Health & Cosmetics,N/A,0724554244
Natures Way Health,natureswayclinic@yahoo.com,N/A
Nautilus Health & Fitness Center Ltd,fitness@africaonline.co.ke,0733610970
"Neelam Hair,Health & Beauty Salon",N/A,N/A
Newstart Health Inclusive,drsaningo@gmail.com,0722770604
Ngima Health Care & Diagnostics,N/A,N/A
Ninop Health (Adev Bank),N/A,N/A
Nutri Health Solutions,N/A,0722849229
Nutrition For Health and Vitality,nutritionforhealthandvitality@gmail.com,N/A
Oasis Health,N/A,0795601331
"Ogweno, Dr George M",N/A,0708728005
Oliveberg Insurance Agency,info@oliveberg.co.ke,0724210052
Omni Health Limited,N/A,0722785223
Pallitas Health Care Ltd,N/A,N/A
Path (Program for Appropriate Technology in Health),kenyainfo@path.org,0722855321
Piens Health Products,magutrd@yahoo.com,0737104211
Ponea Health,info@poneahealth.com,0111013900
Population Health Concerns,N/A,0715167153
Praecura Health,N/A,0788112112
Premium Health Services,premiumhealthservices@yahoo.com,0726775027
Prime Health Pharmacy Ltd,primehealthp@gmail.com,0722145800
Prime Health Services,N/A,0733826339
Prime-leks Health Services,prime.healthcareservices@gmail.com,0724231057
Princess Zahra Islamic Health Centre Ltd,info@princesszahra.co.ke,0711754190
Private Sector Innovation for Health,info@psp4h.com,0708771545
Proact Services Health Centre,info@proactservices.org,0722967398
Prsitine Health & Wellness,N/A,0702442544
Psychological Health Services,psychohealthservices@gmail.com,0787210577
Pure Health Natural Clinic,N/A,0725398204
Quick Health Doctors,N/A,0707363636
Quills Beauty Health Clinic,quills@yahoo.com,N/A
Race Health Care Clinic,freds.agasi@yahoo.co.uk,0722347952
Reproductive Health Services,j_nyamu@yahoo.com,N/A
Resolution Health Ltd,N/A,N/A
Resolution Insurance,N/A,0730199000
Reuels Health Consulting Ltd,N/A,0714200095
Rinah Health Consultants & Innoculation Centre,rinahealthconsult@yahoo.com,0732989828
Royal Health Care Ltd,N/A,0725897513
Sali Health Services,dalumasau2@gmail.com,0736102028
Samadhi Cosmetics & Laser Clinic,naturalhealthspa@yahoo.com,0722952882
Santa Rosa Health Care,kiruipat@yahoo.com,0721965730
Seventh Day Adventist Church East Kenya Union Conference,eauinfo@eau.adventist.org,N/A
Seventh Day Adventist Health Services,N/A,0700354554
Seventhday Adventist Health Services,N/A,N/A
Shaam Community Health Services,N/A,N/A
Shiloh Health Products,N/A,0724689697
Silver Ray Health Ltd,recruitment@silverrayhr.com,0726406832
Sims Women Health Services,N/A,0722519696
Solution Health Herbal Clinic,N/A,0734554121
Southern Health Care Ltd,N/A,0717575781
Spine Health and Sports Injury,N/A,0780406755
St John''s Telephone Bureau,N/A,N/A
St. Judes Huruma Community Health Services,st.judes2008@yahoo.co.uk,0721203837
St. Mary Health Services,N/A,0722363668
St Theresa Health Services,N/A,N/A
St Thomas Medical Health Service,N/A,N/A
Sudan Health Association,N/A,N/A
Suma Health Products (k) Ltd,N/A,0714771011
Summit Health Ltd,catherine@summithealth.co.ke,0725918608
Supplements (K) Ltd,N/A,0773810213
Surgimed Healthcare Supplies Ltd,N/A,0715777403
The Family Eye Clinic (Intergroup Health),thefamilyeyeclinic@gmail.com,0777100117
The Lincks to Better Health,N/A,0702999999
The Saints Health Club,N/A,0728050503
The Tibabu Health Consultantacy,N/A,0732364938
The Wellness Health & Fitness Cent,N/A,N/A
Thika Road Health Services,N/A,N/A
Tianshi Health Products Co. (K) Ltd,ligang@tiens.com.cn,0722973220
Touch of Health,N/A,0722656348
Transpharma Health care,transpharmahealthcare@gmail.com,0720094722
Treasure Health,treshahealth@gmail.com,0722221751
Trident School of Medical Health Science & Technology,N/A,0700031345
Turnaround Health Centre,N/A,N/A
Twin Steps Beauty & Health,N/A,0722510314
Universal Health Family Point,info@universalhs.co.ke,0774097886
Universal Work Health & Safety Consultants Ltd,info@universalwhsafety.com,0722997895
Urban Health Clinic,Urbanhealthkenya@yahoo.com,N/A
Vaidam Health International Ltd,vaidamkenya@gmail.com,0743046438
Vam Health Services (K) Ltd,N/A,N/A
Velvet Health Ltd,N/A,0717383333
Victory Health Care Clinic,N/A,0725112597
View Park Health & Fitness,N/A,0737185763
Vital Animal Health,N/A,0791610000
Vital Ray Medical Imaging,N/A,0705120400
"Wanyoike, Dr P K",pkwanyoike@yahoo.com,N/A
Wentworth Health & Fitness Center,N/A,0723505126
Wine Lite Health Care,N/A,N/A
Winnie''s Pure Health Products,N/A,0720260606
World Health Organization (W H O),afkenwr@who.int,0722509403
Xenihealth Nutritional Clinic,nutrition@xenihealth.com,0720563404
Yousund Health Products Kenya Limited,yousundkenya@gmail.com,0736459004
ZA Health Care,N/A,N/A
Benka Health Co Ltd,N/A,N/A
College of Tropical Medicine & Community Health (Cotromed),cotromed@yahoo.com,0722614868
Dr Kisima Health Facility,jashraph@yahoo.com,0728653863
Health Management Solutions Ltd,N/A,N/A
Health Outsourcing Centre,N/A,0751835202
International Centre For Reproductive Health (ICRH),N/A,0722208652
Kiembeni Community Health Centre,N/A,0722336176
Min. Of Health - District Aids-Std,N/A,N/A
Nyali Health Service Ltd,N/A,N/A
St Pauls Health Services,N/A,N/A
Tudor Health Centre,N/A,N/A
East African Institute of Occupational Safety & Health,N/A,N/A
Peak Health Outpatient Medical Centre,brian@peakhealth.co.ke,0721151518
Pure Health Natural Herbs Clinic,N/A,0722300630


TARGET URL: https://www.yellowpageskenya.com/business-category/Hypnotherapists
Company Name,Email,Mobile


TARGET URL: https://www.yellowpageskenya.com/business-category/Hides%20&%20Skins
Company Name,Email,Mobile
Bahati Hides & Skin Co Ltd,N/A,0733885434
Ibrahim Hides & Skin Store,N/A,N/A
Maendeleo Hides & Skins,N/A,0721993002
Quality Hides Ltd,N/A,N/A
East African Hides Ltd,N/A,N/A
Bulleys Tanneries Ltd,N/A,N/A
Gramo Enterprises Ltd,N/A,N/A
Munassar Enterprises Ltd,N/A,N/A
Mwango Trading Ltd,mwangotradinglimited@hotmail.com,0722299686
Sam Investment Ltd,jac@iconnect.co.ke,0729890294
Goodwill Women Organization,goodwillwomen@yahoo.com,N/A


TARGET URL: https://www.yellowpageskenya.com/business-category/Hairdressers%20&%20Barber%20Shops
Company Name,Email,Mobile
Hairdressers & Barber Shops,N/A,0791681785
Ambition Barber Shop,N/A,0722899730
Antomiki Unisex Barber,N/A,0729028709
Barber Machine Sharpening & General Maintenance,N/A,0720160829
Blaque Hair Salon & Barber Shop,N/A,N/A
Blaque Salon And Barber Kinyozi,N/A,0721119748
Bob Barber Shop,N/A,0725775565
Buddies Barber Shop,N/A,0722455074
Cheche Salon & Barber Shop,N/A,0718773429
Clippers Barber Shop,N/A,0724397685
Densa barber shop,N/A,0721469968
Ebenezar Barber Shop,N/A,0724626217
Edel Beauty Salon & Barber Shop,adorisharon@yahoo.com,0724769151
Executive Barber Shop,N/A,0722220300
Fade Barber Shop,N/A,0721494069
Gladies Barber Shop,kaloshy@yahoo.com,0722983401
Hair Art Saloon & Barber Shop,N/A,N/A
Hair Secret Salon- Beauty & Barber Shop,rosemotikayo@yahoo.com,0733718750
Hazbeez Barber Shop,justomandi@yahoo.com,0736999292
His N'' Hers Executive Barber & Beauty Centre,N/A,0715997522
Hopeline Salon & Executive Barber Shop,N/A,N/A
Hotsprings Salon & Barber Shop,sabinakaranja@gmail.com,0723612910
Hurlingham Gents Hairdressers,N/A,N/A
Jacque Salon And Barber Shop,jojofranc@gmail.com,0729303625
Jade Barber Shop,N/A,0727163673
Jostine Beauty & Barber Salon,N/A,0724758748
Jostine Beauty Hair Salon & Barber Shop,N/A,0732848245
JS barber,N/A,0799771990
Kera Care Beauty Parlour & Barber,N/A,0721498550
Kings Barber shop,N/A,0707144986
Labelled Beauty Parlour & Barber Shop,N/A,0728267154
Laviscoar Salon & Barber Shop,N/A,N/A
Le-Beautex Salon & Barber,N/A,0725610214
Legents salon and Barber,info@legendsbeautyspa.co.ke,0721304440
M.K Barber Shop,N/A,0723832308
Milimani Classique Salon & Barber,N/A,0732298999
Millenium Concepts Executive Barber Shop,irenewanjanesh@gmail.com,0722777946
Ndoch Barber Shop,N/A,0722039552
Nyams Barber Shop,N/A,0723786355
Nywele Nzuri Ltd,nywelenzuri@gmail.com,0715751545
Pearls Beauty Lounge & Barber Shop,N/A,0706563706
Premier Exotica Barber Shop,N/A,0722380896
Quiva Barber Shop,N/A,0720745015
Ralph Hair Works & Barber Shop Ltd,rraphshow@yahoo.com,0722775700
Saejam Barber Shop,N/A,0713383036
Sams Executive Barber & Salon,N/A,0722715437
Scissors Barber Shop,N/A,N/A
Smart Cuts Barber Shop,N/A,0729420551
Studio 37 Salon and Barber Shop,N/A,0721385697
Style & Look Mens Grooming Barber,N/A,0721750263
Teddyz Executive Barber Shop,N/A,0722873927
The Artistes Barber Shop,N/A,N/A
True Beauty & Barber Shop,N/A,0721518798
Tymes Salon & Barber Shop,maggymaruti@gmail.com,0722470837
Upperhill Spring Barber & Salon,carolmutuopa@gmail.com,0722834876
Virtous Salon and Barber,N/A,0722669999
Alice Salon & Barber Shop,N/A,0729766452
Bajey''s Barber Shop,N/A,0708308689
Barber King Mombasa,N/A,0780000166
Beirut Barber Shop,N/A,0725383767
Bema Salon & Barber Shop,simon.me56@gmail.com,0734814723
Black Elegance Barber Shop,N/A,0728227749
Black & Gold barber shop,N/A,0726958411
Channah Executive Barber Shop,N/A,0723271494
Cheitan''s Barber Shop,N/A,0721244879
Clawz Executive Barber Shop,N/A,0720257545
Cool Cut Barber Shop,N/A,0703319493
Curls And Roses Barber And Spa,N/A,0721556676
Eass Barber Shop,N/A,0726914013
Excellent Executive Barber Shop & Salon,N/A,0726648038
Executive Salon & Barber,N/A,0719386347
Habana Barber & Spa,N/A,0725545350
Lips Beauty Parlour and Barber Shop,N/A,0728410828
Lukman Barber Shop,N/A,0722620064
Salon Johari Spa & Barber,joharisalonspa@gmail.com,0722454693
Salon Serene & Barber Shop,N/A,0723290859
Smart Base Barber Shop,N/A,0758736175
Talio Barber,N/A,0701016100
Waridi Beauty Parlour & Barber Shop,N/A,0725893111
Xcess Barber shop and Salon,N/A,0737786515
Zawadi Super Salon & Barber,zimiyu-k@zawadi-zetu.com,0718878322
101 Executive Barbershop and Spa,N/A,0721102790
254 phenomenal braider & natural hair stylist,N/A,0721953845
Abyssinia Hair Salon & Beauty Clinic,info@abyssiniabeautyclinic.com,0722345138
Adam''s Lounge Executive Barbershop,N/A,0708277593
Afro Cuts Barbers,N/A,0720779797
Afro touch Hair Experts Salon,N/A,0702666432
Aisu Beauty Parlour,N/A,0724909190
Aklil''s Hair & Beauty Salon,N/A,0720771984
Alicia blessed Salon,N/A,0722834217
Alicol Barbershop,N/A,0724580409
Allisons Barbershop Hair & Salon,N/A,0732212473
Alziza Hair Extension,N/A,0714956992
Amigirl Beauty Parlour,N/A,0753995652
Anchor Hair & Beauty Salon Ltd,N/A,0721830135
Angala Salon & Beauty Parlour,N/A,0717666732
Angels Roysambu Enterprises,N/A,0722597515
Anil Hair Dressing Salon,N/A,0773250356
Annis Salon,N/A,0720641991
Anubiz Salon Ltd,N/A,0725631223
Aristocuts Beauty Salon,estheri66@yahoo.com,0722817660
Arunas Hair & Beauty Clinic Ltd,N/A,0718634131
Ashtec Hair Salon,N/A,0722352050
Augstine George Beauty Parlour,N/A,0722710449
Auku Enterprises,N/A,0708086101
Ayieta-barber Shop Salon & Spa,ayieta.spa@gmail.com,0705620410
Baberia Cuts Barbershop,N/A,0770770535
Baku''s Hair Salon,N/A,0722926523
Barbershop 4 Y''all,N/A,0711301879
Be Smart Hair Beauty Centre,N/A,0722797387
Bea Hair Beauty Salon,N/A,0715034206
Beaty''s Hairworks,N/A,0726061522
Beautilicious & Hair Salon,N/A,0723886915
Beauty Point Salon,N/A,0716172030
Beauty Wise Salon,N/A,0722630182
Belina Hair & Beauty Clinic,N/A,N/A
Benna''s Kinyozi,N/A,0710175183
Best Lady,N/A,0792010844
Beverley Hair Salon,N/A,N/A
Big Ben shop,N/A,0783467887
Black Elegance Salon,blackelegance@yahoo.com,0722174594
Blackrose Beauty Parlour,N/A,0728681416
Blade Executive Barbar,N/A,0728399300
Bliss Beauty Parlour,N/A,0735384753
Blossom Salon,N/A,0721291360
Blue Rose,N/A,0711647802
Braid''s Beauty Salon,N/A,0721225807
Capital cuts executive,francismbugua@gmail.com,0720251622
Carlifornia Beauty Palour Unisex S,N/A,N/A
Carribean Glam Beautycare,N/A,0712789509
Caxton Hair Salon,N/A,0724603887
Celina Beauty,N/A,0728576444
Chic Salon,N/A,0722698677
Chiwa Beauty,N/A,0787505051
Chris Kinyozi,N/A,0706205872
City Boyz To Men Cutz,N/A,0724843870
Class of Touch,edkymany@gmail.com,0711577712
Classic Cutz Kinyozi,N/A,0726922828
Classic Hair Cut,N/A,0725531849
Clean Cuts Slon & Barbershop,N/A,0722175989
Clean Shave,N/A,0734728951
Clippers Barbershop,anitanduku72@yahoo.com,0725959978
Clique Salon,N/A,0722513834
Coast Cutz,N/A,0792823721
Concept Noir Hair Studio,N/A,N/A
Crown Hair Clinic,N/A,0719062414
Cynmar Hair Parlour,N/A,N/A
Danielle Hair Designs Ltd,danielle.leymarie@gmail.com,0733602467
Dayton Beauty Salon,paulinemunyi@gmail.com,0729697877
Delux Hair Dressing & Unisex Salon,N/A,N/A
Desturi Dreadlocks & Nail Salon,viqiedredz@gmail.com,0716311855
Divine Hair And Beauty Parlour,divinehairandbeautyparlour@yahoo.com,0722825753
Doorstep Salon & Barbershop,toluochos@yahoo.com,0716949809
Dreadlocs Parlour,N/A,0721891059
Ebony Salon & Barbers,ebonyspa@gmail.com,0700100235
Eclipse Barbers,N/A,0727339218
Eddy Dreadlocks Styles,N/A,0712998592
Elegant Touch Salon,N/A,0733730397
Elegant Touch Saloon,N/A,N/A
Elsy Hair & Beauty Salon,N/A,0721903769
Encore Beauty House,N/A,0720924901
Essence,iskaibrahim@gmail.com,0717119307
Essence Beauty Parlour & Executive Barbershop,N/A,0708732116
Essytouch,N/A,N/A
Eurekah Salon,N/A,0724277668
Everlasting Salon,N/A,0720467862
Executive Barbers,N/A,0723474313
Executive Barberz,N/A,0702778341
Executive Touch,rkeyonzo@yahoo.com,0722677738
Executive Touch Beauty Parlour,rkcyonso@yahoo.com,N/A
Fabulous Hair & Nails,Suumwende28@gmail.com,0725531559
Fair Trimz Executive BarberShop,fairtrimsbarbershop@gmail.com,0705225252
Felix Hair & Beauty,felixokumu03@gmail.com,0729521698
Fine Cuts,N/A,0722714715
First Choice Salon & Barbershop,N/A,N/A
Fourth Palace Kinyozi,N/A,0720442176
Fro Cuts,N/A,0712138389
Frocuts The Barbers,frocutsbarbers@gmail.com,0713152147
Gental Queens Beauty Salon,N/A,0722917905
Gikondi upendo barbers,N/A,0723608760
Glamour Salon & Haircut,marsiengo@yahoo.com,0728174294
Global Haircare Gents Salon,N/A,N/A
Golden Scissors Ltd,N/A,N/A
Golden Spikes,daviejane60@yahoo.com,0720104487
Groove Kinyozi,N/A,0721465419
Hair Concepts,N/A,N/A
Hair Creations,N/A,N/A
Hair Me Out Barbershop,hairmeoutbarbershop@gmail.com,0722135916
Hair Nest Ltd,N/A,0721630712
Hair Razors,N/A,N/A
Hair View Salon,N/A,N/A
Headlines Ltd,N/A,N/A
Heroes Styles Salon,N/A,0724701231
Hetrum Entreprises,N/A,N/A
Hiba''s Salon,N/A,N/A
Hope boutique,N/A,0723945838
Humble Ladies Salon,N/A,0725044256
ICONZ Unisex Hair & Beauty Parlour,N/A,0722542568
Image Barbershop & Beauty Parlour,N/A,0714383868
In style Salon & Kinyozi,instylez@gmail.com,0723730335
Increase Kinyozi,N/A,0723526257
Intrim Hair & Beauty Salon,N/A,N/A
Irene''s Photo Studio,kioijoyce@yahoo.com,0722666932
